# OpenSignals Text File Format. Version 1
# {"84:BA:20:CE:54:16": {"position": 0, "device": "bitalino_rev", "device name": "84:BA:20:CE:54:16", "device connection": "BTH84:BA:20:CE:54:16", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-12-18", "time": "9:58:41.77", "channels": [1, 2], "sensor": ["RAW", "RAW"], "label": ["A1", "A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	1	1	534	0	
1	0	0	1	1	534	0	
2	0	0	1	1	534	0	
3	0	0	1	1	535	0	
4	0	0	1	1	536	0	
5	0	0	1	1	538	0	
6	0	0	1	1	541	0	
7	0	0	1	1	543	0	
8	0	0	1	1	544	0	
9	0	0	1	1	545	0	
10	0	0	1	1	546	0	
11	0	0	1	1	547	0	
12	0	0	1	1	547	0	
13	0	0	1	1	547	0	
14	0	0	1	1	546	0	
15	0	0	1	1	545	0	
0	0	0	1	1	543	0	
1	0	0	1	1	540	0	
2	0	0	1	1	537	0	
3	0	0	1	1	529	0	
4	0	0	1	1	519	0	
5	0	0	1	1	511	0	
6	0	0	1	1	506	0	
7	0	0	1	1	501	0	
8	0	0	1	1	495	0	
9	0	0	1	1	488	0	
10	0	0	1	1	483	0	
11	0	0	1	1	478	0	
12	0	0	1	1	476	0	
13	0	0	1	1	474	0	
14	0	0	1	1	472	0	
15	0	0	1	1	464	0	
0	0	0	1	1	456	0	
1	0	0	1	1	451	0	
2	0	0	1	1	446	0	
3	0	0	1	1	443	0	
4	0	0	1	1	443	0	
5	0	0	1	1	442	0	
6	0	0	1	1	440	0	
7	0	0	1	1	439	0	
8	0	0	1	1	439	0	
9	0	0	1	1	440	0	
10	0	0	1	1	442	0	
11	0	0	1	1	445	0	
12	0	0	1	1	446	0	
13	0	0	1	1	447	0	
14	0	0	1	1	448	0	
15	0	0	1	1	451	0	
0	0	0	1	1	455	0	
1	0	0	1	1	460	0	
2	0	0	1	1	465	0	
